Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
XSHD,Invesco S&P SmallCap High Dividend Low Volatility ETF,Equity,"$22,802,800.00",-3.63%,"11,046",$21.51,0.70%,No,False,1.82%,5.86%,-7.39%,10.61%,13.03%,"$4,505,530.00","$852,440.00","$2,492,720.00","$1,822,920.00","-$1,148,490.00","$14,070,860.00",Volatility Hedged Equity,2016-12-01,0.30%,N/A,$0.83,2021-10-18,$0.08,3.60%,11.16,1.14,61,30.33%,40%,20%,1099,$19.75,$21.53,$21.34,$21.59,57.08,N/A,N/A,N/A,N/A,N/A,N/A,3.18,0.64%,5.64%,116.31,8.22%,7.00%
GREI,Goldman Sachs Future Real Estate and Infrastructure Equity ETF,Equity,"$22,718,800.00",-11.80%,"2,886",$37.01,1.48%,No,False,1.31%,-1.14%,N/A,N/A,N/A,"$14,470,250.00","$924,500.00","$924,500.00","$20,470,250.00","$20,470,250.00","$20,470,250.00",N/A,2021-11-09,0.75%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,51,35.52%,40%,20%,1099,$34.15,$37.35,$36.53,$37.25,50.57,N/A,N/A,N/A,N/A,N/A,N/A,8.58,98.33%,82.64%,499.81,7.02%,20.49%
KONG,Formidable Fortress ETF,Equity,"$22,593,100.00",-10.44%,"3,932",$23.51,1.38%,No,False,1.14%,1.66%,N/A,N/A,N/A,"$5,172,970.00",$0.00,"$4,006,200.00","$23,512,497.50","$23,512,497.50","$23,512,497.50",Volatility Hedged Equity,2021-07-21,0.89%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.90,34,45.32%,40%,20%,1099,$22.10,$23.70,$23.32,$23.61,51.41,N/A,N/A,N/A,N/A,N/A,N/A,6.32,6.03%,38.75%,25.69,5.78%,12.50%
RFEU,First Trust RiverFront Dynamic Europe ETF,Equity,"$22,516,200.00",-15.81%,"3,068",$65.64,2.21%,No,False,1.57%,0.64%,-11.86%,24.92%,18.41%,"$3,724,055.00",$0.00,$0.00,"$7,023,283.50","-$36,238,277.50","-$16,094,592.00",Europe Equities,2016-04-14,0.83%,N/A,$1.50,2021-09-23,$0.14,1.93%,16.93,0.94,87,27.83%,40%,20%,1099,$60.22,$65.97,$65.06,$65.99,51.86,N/A,N/A,N/A,N/A,N/A,N/A,8.87,41.82%,87.44%,117.15,14.84%,7.44%
PYPE,ETRACS NYSE Pickens Core Midstream Index ETN,Equity,"$22,432,000.00",23.40%,259,$22.52,0.45%,No,False,3.49%,8.39%,16.78%,8.63%,N/A,$0.00,$0.00,$0.00,$0.00,"$221,720.00","$221,720.00",Energy Equities,2018-08-20,0.85%,N/A,$0.00,2020-01-10,$0.43,0.00%,0.00,1.81,27,71.14%,40%,20%,1099,$19.98,$22.57,$22.39,$22.58,60.21,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EMIF,iShares Emerging Markets Infrastructure ETF,Equity,"$22,208,700.00",-3.35%,"6,888",$23.67,1.37%,No,False,1.72%,7.06%,-3.62%,-5.96%,-13.99%,"$5,677,350.00",$0.00,$0.00,"$6,806,905.00","$383,335.00","-$17,702,395.00",Utilities Equities,2009-06-16,0.60%,N/A,$1.00,2021-06-10,$0.68,4.16%,14.64,0.85,32,55.62%,40%,20%,1099,$20.12,$24.16,$23.61,$23.72,57.88,B+,C+,B-,B,B+,B,4.79,9.22%,22.83%,1383.89,9.41%,7.89%
SMCP,AlphaMark Actively Managed Small Cap ETF,Equity,"$22,142,500.00",-14.11%,449,$26.44,2.01%,No,False,3.04%,1.52%,-16.03%,19.32%,10.51%,$0.00,$0.00,$0.00,$0.00,"-$3,749,000.00","-$6,386,500.00",Small Cap Blend Equities,2015-04-21,1.18%,N/A,$0.14,2020-12-28,$0.14,0.44%,16.29,1.10,8,99.99%,40%,20%,1099,$23.91,$26.51,$26.35,$26.48,51.61,B-,C,N/A,B,N/A,C+,5.02,10.95%,24.88%,218.12,3.03%,6.20%
DIVS,SmartETFs Dividend Builder ETF,Equity,"$22,064,900.00",-7.56%,"3,140",$24.70,1.48%,No,False,1.85%,0.31%,1.54%,N/A,N/A,$0.00,$0.00,$0.00,"-$3,631,638.00","-$2,183,674.00","-$2,183,674.00",Global Equities,2021-03-29,0.65%,N/A,$0.22,2021-09-24,$0.11,0.83%,16.64,0.80,36,34.70%,40%,20%,1099,$23.42,$24.78,$24.70,$24.70,51.35,N/A,N/A,N/A,N/A,N/A,N/A,8.59,47.53%,82.71%,29.37,15.62%,8.74%
JCTR,JPMorgan Carbon Transition U.S. Equity ETF,Equity,"$22,052,000.00",-12.69%,423,$56.16,1.78%,No,False,3.02%,1.22%,0.26%,N/A,N/A,"-$72,000.00",$0.00,$0.00,"-$3,076,000.00","-$592,500.00","-$592,500.00",Large Cap Blend Equities,2020-12-09,0.15%,N/A,$0.54,2021-09-21,$0.19,0.85%,0.00,0.99,359,26.87%,40%,20%,1099,$51.53,$56.46,$56.16,$56.16,51.46,N/A,N/A,N/A,N/A,N/A,N/A,8.19,75.49%,74.61%,99.01,2.83%,5.92%
PSMD,Pacer Swan SOS Moderate (January) ETF,Equity,"$22,026,900.00",-5.81%,"4,303",$21.68,0.88%,No,False,1.50%,1.34%,-1.32%,N/A,N/A,"$8,986,662.50",$0.00,$0.00,"$19,295,187.50","$22,938,519.44","$22,938,519.44",Large Cap Blend Equities,2020-12-22,0.75%,N/A,$0.00,N/A,N/A,0.00%,26.49,0.28,2,100.00%,40%,20%,1099,$20.71,$21.72,$21.53,$21.76,52.40,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CNXT,VanEck Vectors ChinaAMC SME-ChiNext ETF,Equity,"$21,750,300.00",-28.92%,"7,532",$34.45,3.36%,No,False,8.06%,8.51%,-27.94%,53.82%,29.33%,"-$7,794,050.00","-$1,673,100.00","-$1,673,100.00","-$15,518,215.00","-$16,626,078.80","-$8,452,421.45",China Equities,2014-07-23,0.65%,N/A,$0.00,2020-12-21,$0.00,0.01%,40.60,0.55,101,53.72%,40%,20%,1099,$30.17,$34.10,$34.12,$34.62,54.01,A-,B+,N/A,C,N/A,N/A,2.18,6.21%,2.45%,54.06,0.10%,27.16%
KOIN,Capital Link Global Fintech Leaders ETF,Equity,"$21,700,800.00",-15.01%,"2,554",$36.69,1.61%,No,False,2.73%,1.56%,-9.89%,51.02%,N/A,"-$4,028,368.39",-$491.09,"-$856,473.79","-$2,943,000.77","$8,429,223.63","$14,698,555.49",Technology Equities,2018-01-30,0.75%,N/A,$0.15,2020-12-28,$0.15,0.34%,26.77,1.01,41,29.44%,40%,20%,1099,$32.98,$36.75,$36.30,$36.89,52.27,N/A,N/A,N/A,N/A,N/A,N/A,7.51,45.75%,58.58%,30.86,2.60%,3.65%
QQD,Simplify Exchange Traded Funds Simplify Nasdaq 100 PLUS Downside Convexity ETF,Equity,"$21,569,700.00",-22.23%,"13,068",$25.05,1.50%,No,False,3.73%,-2.12%,-8.13%,N/A,N/A,"$7,159,050.00","$3,081,375.00","$2,248,300.00","$19,489,375.00","$19,563,050.00","$19,563,050.00",Large Cap Growth Equities,2020-12-10,0.45%,N/A,$0.09,2021-09-27,$0.03,0.28%,33.49,1.26,3,100.00%,40%,20%,1099,$23.42,$25.54,$24.64,$25.35,47.11,N/A,N/A,N/A,N/A,N/A,N/A,7.92,72.22%,68.33%,54.57,1.95%,7.21%
SPMV,Invesco S&P 500 Minimum Variance ETF,Equity,"$21,563,700.00",-7.53%,"2,095",$38.33,1.29%,No,False,1.60%,0.71%,5.85%,45.30%,N/A,"-$4,400,400.00",$0.00,$0.00,"-$4,297,540.00","$16,325,610.00","$14,935,810.00",Large Cap Growth Equities,2017-07-13,0.10%,N/A,$0.53,2021-09-20,$0.15,1.34%,30.08,0.89,95,21.79%,40%,20%,1099,$35.78,$38.54,$37.84,$38.57,52.00,N/A,N/A,N/A,N/A,N/A,N/A,8.52,87.80%,81.46%,257.26,11.06%,10.83%
TSPA,T. Rowe Price U.S. Equity Research ETF,Equity,"$21,490,500.00",-12.35%,"1,485",$24.78,2.02%,No,False,3.29%,1.34%,N/A,N/A,N/A,"$1,732,119.43",$0.00,$0.00,"$7,581,860.57","$7,581,860.57","$7,581,860.57",Large Cap Blend Equities,2021-06-08,0.34%,N/A,$0.00,N/A,N/A,0.00%,27.37,0.96,263,28.39%,40%,20%,1099,$22.69,$24.84,$24.58,$24.87,51.63,N/A,N/A,N/A,N/A,N/A,N/A,7.75,41.32%,64.33%,161.06,7.68%,5.92%
XRMI,Global X S&P 500 Risk Managed Income ETF,Equity,"$21,486,100.00",-7.36%,"11,482",$23.65,0.17%,No,False,0.48%,-2.04%,N/A,N/A,N/A,"$8,982,057.64","$3,221.17","-$247,330.47","$20,980,371.21","$20,980,371.21","$20,980,371.21",N/A,2021-08-25,0.60%,N/A,$0.36,2021-10-18,$0.15,1.35%,22.87,0.64,506,28.56%,40%,20%,1099,$23.28,$24.14,$23.58,$23.69,40.73,N/A,N/A,N/A,N/A,N/A,N/A,8.01,77.78%,70.44%,151.32,6.66%,5.45%
IWFL,ETRACS 2x Leveraged US Growth Factor TR ETN,Equity,"$21,159,500.00",-38.29%,"2,992",$22.54,6.22%,No,2x,11.13%,-0.91%,-12.80%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2021-02-05,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.39,0,0.00%,40%,20%,1099,$17.47,$22.91,$22.54,$22.54,49.95,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KWT,iShares MSCI Kuwait ETF,Equity,"$20,933,000.00",15.02%,"7,012",$38.13,0.26%,No,False,2.64%,-4.71%,29.84%,N/A,N/A,"-$1,830,375.00",$0.00,$0.00,"-$185,955.00","$10,555,285.00","$10,555,285.00",Financials Equities,2020-09-01,0.74%,N/A,$0.57,2021-06-10,$0.50,1.56%,26.60,0.55,35,69.32%,40%,20%,1099,$35.81,$40.71,$37.86,$38.26,47.97,B-,B+,B+,C+,A,B,2.41,0.00%,3.16%,582.8,0.00%,0.02%
CLDS,Direxion Daily Cloud Computing Bear 2X Shares,Equity,"$20,922,000.00",51.72%,"10,809",$31.05,-10.49%,Yes,-2x,-14.91%,-5.98%,30.19%,N/A,N/A,"-$3,627,625.00",$0.00,"$1,120,550.00","-$4,139,575.00","$15,934,400.00","$15,934,400.00",N/A,2021-01-08,0.99%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.28,0,0.00%,40%,20%,1099,$31.90,$44.69,$30.50,$32.16,45.25,N/A,N/A,N/A,N/A,N/A,N/A,5.83,36.67%,32.75%,1.5,0.00%,0.00%
JHMU,John Hancock Multifactor Utilities ETF,Equity,"$20,889,300.00",7.74%,"1,969",$38.08,0.26%,No,False,0.19%,4.52%,19.09%,32.51%,60.42%,"$1,099,801.00",$0.00,"$733,962.00","$1,106,065.00","-$12,580,963.00","-$2,823,145.00",Utilities Equities,2016-03-28,0.40%,N/A,$0.96,2021-06-25,$0.41,2.88%,21.53,0.43,40,45.86%,40%,20%,1099,$35.94,$38.51,$37.79,$38.22,57.88,N/A,B-,N/A,N/A,N/A,N/A,9.61,96.20%,95.64%,2179.17,49.82%,6.14%
EMFM,Global X MSCI Next Emerging & Frontier ETF,Equity,"$20,887,200.00",-0.81%,"3,514",$20.30,0.84%,No,False,1.61%,-2.11%,-1.01%,6.78%,7.41%,"-$5,198.28","-$2,984.47","-$4,992.54","$598,096.75","$4,910,309.04","$7,143,184.61",Emerging Markets Equities,2013-11-07,0.63%,2 Platforms,$0.48,2021-06-29,$0.22,2.27%,23.29,0.75,203,16.30%,40%,20%,1099,$19.43,$20.51,$20.18,$20.38,48.05,B+,B+,B+,B+,B,B+,5.36,0.00%,27.78%,487.13,3.83%,3.96%
QDYN,FlexShares Quality Dividend Dynamic Index Fund,Equity,"$20,857,800.00",-7.26%,846,$60.42,1.10%,No,False,1.89%,2.35%,3.54%,60.35%,75.57%,$0.00,$0.00,$0.00,"$37,000.00","-$30,007,480.00","-$57,314,240.00",All Cap Equities,2012-12-14,0.37%,N/A,$1.14,2021-09-17,$0.30,1.78%,25.60,1.09,130,33.35%,40%,20%,1099,$55.95,$61.01,$60.42,$60.42,52.58,B+,B,C+,B-,A,B+,7.89,41.67%,67.65%,166.26,3.55%,4.89%
FPRO,Fidelity Real Estate Investment ETF,Equity,"$20,818,300.00",-12.02%,"5,974",$24.04,0.92%,No,False,1.67%,-3.72%,3.63%,N/A,N/A,"$761,265.00",$0.00,"-$621,127.50","$9,466,905.00","$17,975,705.00","$17,975,705.00",Global Real Estate,2021-02-02,0.59%,N/A,$0.34,2021-09-17,$0.12,1.31%,41.74,1.00,44,54.38%,40%,20%,1099,$22.36,$24.40,$23.64,$24.24,48.99,N/A,N/A,N/A,N/A,N/A,N/A,7.43,97.73%,56.64%,101.29,2.16%,14.89%
TEMP,JPMorgan Climate Change Solutions ETF,Equity,"$20,801,000.00",-18.37%,595,$39.19,3.19%,No,False,3.89%,3.62%,N/A,N/A,N/A,"$1,195,250.00",$0.00,$0.00,"$2,341,000.00","$2,341,000.00","$2,341,000.00",N/A,2021-12-13,0.49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,33.20%,40%,20%,1099,$34.89,$39.00,$39.19,$39.19,54.43,N/A,N/A,N/A,N/A,N/A,N/A,8.11,48.91%,72.71%,223.12,4.71%,25.57%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$20,749,200.00",3.39%,"1,763",$69.19,3.35%,No,False,2.96%,6.86%,1.61%,77.00%,60.58%,"-$3,359,580.00",$0.00,"-$1,297,480.00","-$11,909,940.00","-$2,001,830.00","-$41,795,380.00",Materials,2010-04-07,0.29%,N/A,$0.71,2021-09-20,$0.07,1.02%,24.49,1.46,36,57.20%,40%,20%,1099,$60.95,$69.36,$69.19,$69.19,57.30,C+,A-,A+,B,C,B,6.69,39.08%,43.47%,473.5,1.56%,7.22%
KOCG,FIS Knights of Columbus Global Belief ETF,Equity,"$20,695,200.00",-13.95%,"4,091",$22.24,1.18%,No,False,2.45%,1.67%,N/A,N/A,N/A,"-$795,064.00",$0.00,"$849,719.00","$20,827,467.00","$20,827,467.00","$20,827,467.00",N/A,2021-07-14,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.11,89,23.73%,40%,20%,1099,$20.62,$22.24,$21.75,$22.49,51.47,N/A,N/A,N/A,N/A,N/A,N/A,8.89,85.27%,87.66%,147.46,5.76%,8.47%
FTAG,First Trust Indxx Global Agriculture ETF,Equity,"$20,624,900.00",7.89%,"28,806",$32.83,1.67%,No,False,2.05%,3.32%,6.39%,61.30%,41.09%,"$15,074,550.00","$1,611,500.00","$1,611,500.00","$15,074,550.00","$15,500,500.00","$12,855,350.00",Large Cap Blend Equities,2010-03-12,0.70%,N/A,$0.43,2021-09-23,$0.08,1.40%,19.06,1.10,52,58.04%,40%,20%,1099,$30.43,$33.07,N/A,N/A,53.51,N/A,C+,N/A,N/A,N/A,C+,7.33,0.00%,54.66%,522.57,25.15%,2.14%
TMFE,Motley Fool Capital Efficiency 100 Index ETF,Equity,"$20,550,700.00",-18.44%,"27,352",$16.25,1.88%,No,False,3.86%,0.97%,N/A,N/A,N/A,"$21,189,027.50","$1,185,615.00","$6,397,285.00","$21,189,027.50","$21,189,027.50","$21,189,027.50",N/A,2021-12-29,0.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,50.32%,40%,20%,1099,$14.83,$16.31,N/A,N/A,50.60,N/A,N/A,N/A,N/A,N/A,N/A,7.62,34.05%,61.28%,34.59,0.08%,6.74%
IDHD,Invesco S&P Intl Developed High Dividend Low Volatility ETF,Equity,"$20,489,600.00",-3.02%,"3,928",$25.80,0.82%,No,False,-0.54%,1.18%,-2.02%,9.89%,14.50%,"$2,491,650.00",$0.00,"$2,489,700.00","$2,452,500.00","$10,213,350.00","$16,885,650.00",Volatility Hedged Equity,2016-12-01,0.30%,N/A,$1.08,2021-09-20,$0.27,4.00%,17.09,0.71,101,15.77%,40%,20%,1099,$24.73,$26.18,$25.73,$25.84,50.89,N/A,N/A,N/A,N/A,N/A,N/A,9.17,97.12%,91.89%,277.29,12.41%,15.87%
YLDE,ClearBridge Dividend Strategy ESG ETF,Equity,"$20,125,900.00",-6.00%,"3,210",$40.73,1.12%,No,False,1.53%,2.36%,2.87%,46.57%,74.29%,"$88,990.43","-$1,086.09","$2,695.87","-$9,874,878.65","$12,078,599.59","$13,554,283.10",Large Cap Growth Equities,2017-05-22,0.60%,N/A,$0.46,2021-09-27,$0.16,1.09%,23.91,0.92,52,29.98%,40%,20%,1099,$38.07,$40.93,$40.30,$40.94,52.93,N/A,N/A,N/A,N/A,N/A,N/A,7.69,34.62%,62.78%,233.99,6.45%,3.40%
SOGU,Short De-Spac ETF,Equity,"$19,903,000.00",45.07%,"31,225",$44.00,-6.34%,No,False,-7.99%,1.03%,75.02%,N/A,N/A,"-$13,449,142.50",$0.00,"-$2,441,240.00","-$1,232,692.50","$806,805.00","$806,805.00",Inverse Equities,2021-05-19,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.77,1,100.00%,40%,20%,1099,$41.57,$56.47,$42.95,$45.94,47.81,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RNDM,First Trust Developed International Equity Select ETF,Equity,"$19,887,800.00",-9.51%,"1,984",$50.28,1.58%,No,False,0.33%,1.52%,-8.90%,10.49%,N/A,"-$7,841,564.50",$0.00,"-$2,484,989.00","-$2,247,770.00","-$4,446,051.00","$16,019,029.50",Foreign Large Cap Equities,2017-06-20,0.65%,N/A,$1.38,2021-09-23,$0.21,2.46%,18.44,0.77,441,21.02%,40%,20%,1099,$47.19,$50.72,$49.97,$50.44,52.21,N/A,N/A,N/A,N/A,N/A,N/A,8.41,30.41%,79.40%,139.2,7.60%,8.46%
CNCR,Loncar Cancer Immunotherapy ETF,Equity,"$19,880,100.00",-41.70%,"5,006",$13.88,0.95%,No,False,-1.53%,-10.35%,-50.20%,-22.20%,-30.06%,"$3,979,505.00",$0.00,$0.00,"-$1,676,805.00","-$9,739,180.00","$5,565,820.00",Health & Biotech Equities,2015-10-13,0.79%,N/A,$0.29,2020-12-30,$0.29,0.99%,0.00,1.12,32,55.86%,40%,20%,1099,$13.28,$15.09,$13.70,$13.99,38.52,N/A,C,N/A,N/A,N/A,N/A,7.36,73.02%,55.12%,22.79,0.00%,8.13%
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$19,854,000.00",-2.17%,"5,403",$26.42,1.62%,No,False,-0.84%,0.96%,5.27%,36.53%,38.42%,"$2,630,241.50",$0.00,"$3,977,878.50","-$2,615,011.50","$9,514,694.50","$13,784,194.50",Health & Biotech Equities,2016-09-20,0.60%,N/A,$0.23,2021-09-23,$0.04,0.86%,22.14,0.89,31,62.01%,40%,20%,1099,$25.23,$27.03,N/A,N/A,50.37,N/A,N/A,N/A,N/A,N/A,N/A,6.58,41.40%,41.93%,21.79,0.00%,20.65%
EFNL,iShares MSCI Finland ETF,Equity,"$19,786,600.00",-15.46%,"10,869",$40.48,2.40%,No,False,0.04%,4.07%,-19.24%,23.65%,19.74%,"-$150,655.00","-$7,914,640.00","-$7,914,640.00","-$12,831,965.00","-$10,300,375.00","-$15,465,465.00",Europe Equities,2012-01-25,0.53%,N/A,$1.37,2021-06-10,$0.80,2.84%,23.34,0.97,49,68.82%,40%,20%,1099,$36.47,$41.08,$39.99,$40.72,54.17,B-,B-,B-,B,B-,B-,10.0,100.00%,100.00%,130.09,3.36%,8.71%
FLQH,Franklin LibertyQ International Equity Hedged ETF,Equity,"$19,775,000.00",-0.66%,"4,600",$28.59,1.17%,No,False,1.47%,1.55%,5.34%,32.48%,39.51%,"$2,778,000.00",$0.00,"$2,778,000.00","$2,778,000.00","$10,712,000.00","$8,064,000.00",Foreign Large Cap Equities,2016-06-01,0.40%,N/A,$1.27,2021-06-10,$0.15,4.40%,16.77,0.59,206,25.99%,40%,20%,1099,$27.06,$28.62,$28.49,$28.65,56.21,N/A,B+,N/A,N/A,N/A,N/A,9.25,83.53%,92.73%,122.73,17.37%,9.28%
AZBL,AllianzIM U.S. Large Cap Buffer20 Jul ETF,Equity,"$19,768,700.00",-2.45%,"4,938",$26.51,0.30%,No,False,0.57%,0.15%,0.28%,N/A,N/A,"-$1,380,695.00","$1,324,460.00","$1,324,460.00","$13,951,047.50","$16,521,240.00","$16,521,240.00",Volatility Hedged Equity,2020-06-30,0.74%,N/A,$0.58,2020-12-15,$0.58,2.16%,26.00,0.17,2,100.00%,40%,20%,1099,$26.06,$26.57,N/A,N/A,49.76,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ECLN,First Trust EIP Carbon Impact ETF,Equity,"$19,654,600.00",7.03%,"2,826",$26.48,1.11%,No,False,1.29%,5.02%,14.81%,N/A,N/A,"-$2,417,600.00",$0.00,$0.00,"$4,657,700.00","$14,956,150.00","$14,956,150.00",Utilities Equities,2019-08-19,0.95%,N/A,$0.36,2021-09-23,$0.10,1.49%,21.17,0.57,48,48.75%,40%,20%,1099,$24.46,$26.59,$26.37,$26.55,58.80,N/A,N/A,N/A,N/A,N/A,N/A,8.15,70.42%,73.61%,1313.51,20.59%,11.66%
ESUS,ETRACS 2x Leveraged MSCI US ESG Focus TR ETN,Equity,"$19,650,800.00",-26.61%,"40,673",$20.52,4.32%,No,2x,6.99%,1.67%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2021-09-14,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,0,N/A,40%,20%,1099,$16.93,$20.77,$20.52,$20.52,50.80,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FPAG,FPA Global Equity ETF,Equity,"$19,591,300.00",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$20,120,250.00","$559,750.00","$2,155,000.00","$20,120,250.00","$20,120,250.00","$20,120,250.00",N/A,2021-12-17,0.49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,41.52%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,6.79,11.23%,44.93%,359.57,5.85%,3.64%
EWK,iShares MSCI Belgium ETF,Equity,"$19,376,700.00",-11.75%,"10,300",$18.85,1.13%,No,False,-0.32%,-0.82%,-14.72%,14.68%,5.68%,"-$7,994,696.00",$0.00,"-$1,474,088.00","-$18,179,736.00","-$30,587,608.00","-$68,556,392.00",Europe Equities,1996-03-12,0.50%,N/A,$0.43,2021-06-10,$0.25,1.93%,19.07,1.04,48,67.25%,40%,20%,1099,$18.11,$19.19,$18.68,$18.97,47.15,B+,B+,A-,B+,B,B-,8.96,46.82%,88.90%,116.71,22.02%,9.57%
RNDV,US Equity Dividend Select ETF,Equity,"$19,319,400.00",-3.12%,"3,051",$29.98,0.74%,No,False,1.24%,2.89%,1.59%,57.77%,N/A,"$1,475,966.50",$0.00,$0.00,"$7,407,779.00","$11,795,964.00","$14,987,049.50",Large Cap Blend Equities,2017-06-20,0.50%,N/A,$0.54,2021-09-23,$0.11,1.77%,18.03,1.05,229,21.83%,40%,20%,1099,$28.14,$30.27,$29.65,$30.15,53.18,N/A,N/A,N/A,N/A,N/A,N/A,7.87,48.65%,67.00%,147.95,4.87%,4.66%
CHIS,Global X MSCI China Consumer Staples ETF,Equity,"$19,125,800.00",-16.48%,"10,840",$23.40,1.61%,No,False,6.12%,5.15%,-28.39%,34.14%,N/A,"$7,276,314.09","$446,024.08","$8,086,670.38","$2,517,814.25","$17,244,112.68","$18,731,743.96",China Equities,2018-12-07,0.65%,N/A,$0.26,2021-06-29,$0.14,0.90%,20.89,0.34,61,57.52%,40%,20%,1099,$20.61,$23.50,N/A,N/A,56.66,N/A,N/A,N/A,N/A,N/A,N/A,2.01,23.53%,1.88%,98.55,44.96%,12.36%
SDEI,Sound Equity Income ETF,Equity,"$19,047,900.00",6.82%,"3,695",$27.46,0.70%,No,False,0.99%,6.98%,9.55%,N/A,N/A,"$3,305,800.00",$0.00,"$639,985.00","$11,490,317.50","$17,384,992.50","$17,384,992.50",N/A,2020-12-30,0.45%,N/A,$0.64,2021-10-26,$0.03,2.50%,0.00,1.23,34,46.51%,40%,20%,1099,$25.31,$27.63,$27.21,$27.59,57.71,N/A,N/A,N/A,N/A,N/A,N/A,5.51,2.88%,28.98%,248.31,1.70%,1.25%
CHIK,Global X MSCI China Information Technology ETF,Equity,"$19,044,600.00",-28.02%,"8,266",$19.83,3.17%,No,False,6.53%,8.92%,-36.73%,30.66%,N/A,"-$4,833,994.90","$5,898.60","$6,977.49","-$6,403,366.57","$25,075,792.55","$27,466,474.17",China Equities,2018-12-07,0.65%,N/A,$0.30,2021-06-29,$0.04,1.00%,34.96,0.76,103,48.62%,40%,20%,1099,$16.77,$19.75,$19.66,$19.94,55.90,N/A,N/A,N/A,N/A,N/A,N/A,3.32,8.21%,6.14%,207.47,0.11%,14.18%
ROKT,SPDR S&P Kensho Final Frontiers ETF,Equity,"$19,022,600.00",-2.75%,"1,823",$38.75,1.73%,No,False,2.80%,2.17%,-7.44%,29.24%,N/A,"-$1,160,811.18",$0.00,$0.00,"-$3,959,784.34","$15,172,021.65","$15,201,417.22",Industrials Equities,2018-10-22,0.45%,N/A,$0.73,2021-09-20,$0.04,1.76%,23.20,1.16,35,42.79%,40%,20%,1099,$35.58,$38.84,$38.26,$38.99,52.73,N/A,N/A,N/A,N/A,N/A,N/A,8.19,72.54%,74.42%,33.67,56.34%,0.83%
GSEU,Goldman Sachs ActiveBeta Europe Equity ETF,Equity,"$18,900,000.00",-13.85%,"1,529",$32.18,2.26%,No,False,1.51%,2.19%,-12.06%,22.52%,22.38%,"$1,790,000.00",$0.00,$0.00,"$1,790,000.00","-$4,692,000.00","-$18,979,500.00",Europe Equities,2016-03-02,0.25%,N/A,$1.06,2021-09-24,$0.33,2.82%,20.97,0.90,386,18.46%,40%,20%,1099,$29.42,$32.33,$32.01,$32.27,53.08,N/A,A,N/A,N/A,N/A,N/A,8.84,40.45%,86.88%,144.87,11.58%,7.56%
AZAA,AllianzIM U.S. Large Cap Buffer10 Apr ETF,Equity,"$18,818,900.00",-3.80%,"8,375",$28.18,1.11%,No,False,1.88%,1.04%,2.48%,N/A,N/A,"$6,611,222.50",$0.00,$0.00,"-$415,027.50","$15,483,587.50","$15,483,587.50",Large Cap Blend Equities,2020-05-28,0.74%,N/A,$1.22,2020-12-15,$1.22,4.21%,25.99,0.36,2,100.00%,40%,20%,1099,$26.66,$28.28,$28.05,$28.24,52.09,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
